Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Brook Lopez (12083760),Brook Lopez,12083760,C/UTIL,4900,MIL@IND 02/13/2019 07:00PM ET,MIL,25.03
SG/SF,Bogdan Bogdanovic (12083762),Bogdan Bogdanovic,12083762,SG/SF/F/G/UTIL,4900,SAC@DEN 02/13/2019 09:00PM ET,SAC,28.01
SF/PF,Jeff Green (12083752),Jeff Green,12083752,SF/PF/F/UTIL,4900,WAS@TOR 02/13/2019 07:30PM ET,WAS,23.07
PF/C,Thomas Bryant (12083756),Thomas Bryant,12083756,PF/C/F/UTIL,4900,WAS@TOR 02/13/2019 07:30PM ET,WAS,20.8
SF/PF,Kevin Knox (12083767),Kevin Knox,12083767,SF/PF/F/UTIL,4900,PHI@NY 02/13/2019 07:30PM ET,NY,21.23
PF/C,Wendell Carter Jr. (12083791),Wendell Carter Jr.,12083791,PF/C/F/UTIL,4800,MEM@CHI 02/13/2019 08:00PM ET,CHI,25.11
C,Ante Zizic (12083795),Ante Zizic,12083795,C/UTIL,4800,BKN@CLE 02/13/2019 07:00PM ET,CLE,14.87
SG/SF,Mikal Bridges (12083786),Mikal Bridges,12083786,SG/SF/F/G/UTIL,4800,PHO@LAC 02/13/2019 10:30PM ET,PHO,19.57
PG/SG,Marcus Smart (12083778),Marcus Smart,12083778,PG/SG/G/UTIL,4800,DET@BOS 02/13/2019 07:30PM ET,BOS,22.14
SF/PF,Gordon Hayward (12083782),Gordon Hayward,12083782,SF/PF/F/UTIL,4800,DET@BOS 02/13/2019 07:30PM ET,BOS,24.33
PG/SG,Dwyane Wade (12083774),Dwyane Wade,12083774,PG/SG/G/UTIL,4800,MIA@DAL 02/13/2019 08:30PM ET,MIA,26.92
SG/SF,Justin Holiday (12083797),Justin Holiday,12083797,SG/SF/F/G/UTIL,4700,MEM@CHI 02/13/2019 08:00PM ET,MEM,23.24
PF/C,Paul Millsap (12083802),Paul Millsap,12083802,PF/C/F/UTIL,4700,SAC@DEN 02/13/2019 09:00PM ET,DEN,26.94
PG/SG,Fred VanVleet (12083806),Fred VanVleet,12083806,PG/SG/G/UTIL,4700,WAS@TOR 02/13/2019 07:30PM ET,TOR,23.24
PG,Emmanuel Mudiay (12083810),Emmanuel Mudiay,12083810,PG/G/UTIL,4700,PHI@NY 02/13/2019 07:30PM ET,NY,26.13
SG/SF,Joe Harris (12083820),Joe Harris,12083820,SG/SF/F/G/UTIL,4600,BKN@CLE 02/13/2019 07:00PM ET,BKN,23.91
SF/PF,DeMarre Carroll (12083828),DeMarre Carroll,12083828,SF/PF/F/UTIL,4600,BKN@CLE 02/13/2019 07:00PM ET,BKN,21.12
PG/SG,Shai Gilgeous-Alexander (12083813),Shai Gilgeous-Alexander,12083813,PG/SG/G/UTIL,4600,PHO@LAC 02/13/2019 10:30PM ET,LAC,20.59
PF,Dario Saric (12083825),Dario Saric,12083825,PF/F/UTIL,4600,HOU@MIN 02/13/2019 08:00PM ET,MIN,21
PG,Monte Morris (12083817),Monte Morris,12083817,PG/G/UTIL,4600,SAC@DEN 02/13/2019 09:00PM ET,DEN,22.27
PG/SG,Tyler Johnson (12083841),Tyler Johnson,12083841,PG/SG/G/UTIL,4500,PHO@LAC 02/13/2019 10:30PM ET,PHO,20.73
SG/SF,Eric Gordon (12083832),Eric Gordon,12083832,SG/SF/F/G/UTIL,4500,HOU@MIN 02/13/2019 08:00PM ET,HOU,24.86
SF/PF,Al-Farouq Aminu (12083837),Al-Farouq Aminu,12083837,SF/PF/F/UTIL,4500,GS@POR 02/13/2019 10:30PM ET,POR,24.09
SG/SF,Wesley Matthews (12083847),Wesley Matthews,12083847,SG/SF/F/G/UTIL,4400,MIL@IND 02/13/2019 07:00PM ET,IND,21.53
C,Dwight Powell (12083845),Dwight Powell,12083845,C/UTIL,4400,MIA@DAL 02/13/2019 08:30PM ET,DAL,17.73
PG/SG,Shabazz Napier (12083857),Shabazz Napier,12083857,PG/SG/G/UTIL,4300,BKN@CLE 02/13/2019 07:00PM ET,BKN,18.64
PG/SG,Cory Joseph (12083861),Cory Joseph,12083861,PG/SG/G/UTIL,4300,MIL@IND 02/13/2019 07:00PM ET,IND,20.32
SG/SF,Dion Waiters (12083852),Dion Waiters,12083852,SG/SF/F/G/UTIL,4300,MIA@DAL 02/13/2019 08:30PM ET,MIA,17.66
PG,Jeremy Lin (12084754),Jeremy Lin,12084754,PG/G/UTIL,4300,WAS@TOR 02/13/2019 07:30PM ET,TOR,20.21
C,Jonas Valanciunas (12083873),Jonas Valanciunas,12083873,C/UTIL,4200,MEM@CHI 02/13/2019 08:00PM ET,MEM,25.86
SF/PF,P.J. Tucker (12083869),P.J. Tucker,12083869,SF/PF/F/UTIL,4200,HOU@MIN 02/13/2019 08:00PM ET,HOU,21.97
PF/C,Noah Vonleh (12083865),Noah Vonleh,12083865,PF/C/F/UTIL,4200,PHI@NY 02/13/2019 07:30PM ET,NY,24.87
SG/SF,Tyreke Evans (12083883),Tyreke Evans,12083883,SG/SF/F/G/UTIL,4100,MIL@IND 02/13/2019 07:00PM ET,IND,19.67
SF/PF,Luol Deng (12083875),Luol Deng,12083875,SF/PF/F/UTIL,4100,HOU@MIN 02/13/2019 08:00PM ET,MIN,13.71
SF/PF,Jake Layman (12083892),Jake Layman,12083892,SF/PF/F/UTIL,4100,GS@POR 02/13/2019 10:30PM ET,POR,14.52
PF/C,James Johnson (12083888),James Johnson,12083888,PF/C/F/UTIL,4100,MIA@DAL 02/13/2019 08:30PM ET,MIA,17.47
SG/SF,Danny Green (12083896),Danny Green,12083896,SG/SF/F/G/UTIL,4100,WAS@TOR 02/13/2019 07:30PM ET,TOR,21.14
PG/SG,Kadeem Allen (12083879),Kadeem Allen,12083879,PG/SG/G/UTIL,4100,PHI@NY 02/13/2019 07:30PM ET,NY,20.56
C,Mitchell Robinson (12083901),Mitchell Robinson,12083901,C/UTIL,4100,PHI@NY 02/13/2019 07:30PM ET,NY,17.54
C,Joakim Noah (12083932),Joakim Noah,12083932,C/UTIL,4000,MEM@CHI 02/13/2019 08:00PM ET,MEM,14.91
SG/SF,Landry Shamet (12083927),Landry Shamet,12083927,SG/SF/F/G/UTIL,4000,PHO@LAC 02/13/2019 10:30PM ET,LAC,14.11
C,Ivica Zubac (12083934),Ivica Zubac,12083934,C/UTIL,4000,PHO@LAC 02/13/2019 10:30PM ET,LAC,17.27
PG/SG,Austin Rivers (12083903),Austin Rivers,12083903,PG/SG/G/UTIL,4000,HOU@MIN 02/13/2019 08:00PM ET,HOU,17.65
SG/SF,Josh Okogie (12083911),Josh Okogie,12083911,SG/SF/F/G/UTIL,4000,HOU@MIN 02/13/2019 08:00PM ET,MIN,15.35
PF/C,Taj Gibson (12083936),Taj Gibson,12083936,PF/C/F/UTIL,4000,HOU@MIN 02/13/2019 08:00PM ET,MIN,22.86
PF,Nemanja Bjelica (12083916),Nemanja Bjelica,12083916,PF/F/UTIL,4000,SAC@DEN 02/13/2019 09:00PM ET,SAC,23.34
PG,Isaiah Thomas (12083940),Isaiah Thomas,12083940,PG/G/UTIL,4000,SAC@DEN 02/13/2019 09:00PM ET,DEN,0
PF/C,Maxi Kleber (12083907),Maxi Kleber,12083907,PF/C/F/UTIL,4000,MIA@DAL 02/13/2019 08:30PM ET,DAL,16.28
PF/C,Kelly Olynyk (12083919),Kelly Olynyk,12083919,PF/C/F/UTIL,4000,MIA@DAL 02/13/2019 08:30PM ET,MIA,18.99
SF/PF,Dorian Finney-Smith (12083923),Dorian Finney-Smith,12083923,SF/PF/F/UTIL,4000,MIA@DAL 02/13/2019 08:30PM ET,DAL,18.09
SF/PF,Chandler Hutchison (12083955),Chandler Hutchison,12083955,SF/PF/F/UTIL,3900,MEM@CHI 02/13/2019 08:00PM ET,CHI,12.85
SF/PF,Kyle Anderson (12083968),Kyle Anderson,12083968,SF/PF/F/UTIL,3900,MEM@CHI 02/13/2019 08:00PM ET,MEM,23.61
PF/C,Marquese Chriss (12083943),Marquese Chriss,12083943,PF/C/F/UTIL,3900,BKN@CLE 02/13/2019 07:00PM ET,CLE,7.66
PF/C,Rondae Hollis-Jefferson (12083951),Rondae Hollis-Jefferson,12083951,PF/C/F/UTIL,3900,BKN@CLE 02/13/2019 07:00PM ET,BKN,20.38
SG/SF,Rodney Hood (12083972),Rodney Hood,12083972,SG/SF/F/G/UTIL,3900,GS@POR 02/13/2019 10:30PM ET,POR,20.09
SG/SF,Luke Kennard (12083963),Luke Kennard,12083963,SG/SF/F/G/UTIL,3900,DET@BOS 02/13/2019 07:30PM ET,DET,15.36
C,Aron Baynes (12083977),Aron Baynes,12083977,C/UTIL,3900,DET@BOS 02/13/2019 07:30PM ET,BOS,14.23
PG/SG,Jalen Brunson (12083947),Jalen Brunson,12083947,PG/SG/G/UTIL,3900,MIA@DAL 02/13/2019 08:30PM ET,DAL,13.77
SF/PF,Mario Hezonja (12083959),Mario Hezonja,12083959,SF/PF/F/UTIL,3900,PHI@NY 02/13/2019 07:30PM ET,NY,15.95
C,Robin Lopez (12084003),Robin Lopez,12084003,C/UTIL,3800,MEM@CHI 02/13/2019 08:00PM ET,CHI,13.61
SG/SF,David Nwaba (12084014),David Nwaba,12084014,SG/SF/F/G/UTIL,3800,BKN@CLE 02/13/2019 07:00PM ET,CLE,13.57
SF/PF,Wilson Chandler (12084019),Wilson Chandler,12084019,SF/PF/F/UTIL,3800,PHO@LAC 02/13/2019 10:30PM ET,LAC,17.85
PG,Tyus Jones (12084023),Tyus Jones,12084023,PG/G/UTIL,3800,HOU@MIN 02/13/2019 08:00PM ET,MIN,16.13
SG/SF,Gerald Green (12084026),Gerald Green,12084026,SG/SF/F/G/UTIL,3800,HOU@MIN 02/13/2019 08:00PM ET,HOU,16.25
SG/SF,Iman Shumpert (12084031),Iman Shumpert,12084031,SG/SF/F/G/UTIL,3800,HOU@MIN 02/13/2019 08:00PM ET,HOU,19.43
SF/PF,Trey Lyles (12083994),Trey Lyles,12083994,SF/PF/F/UTIL,3800,SAC@DEN 02/13/2019 09:00PM ET,DEN,18.36
PG/SG,Alec Burks (12084005),Alec Burks,12084005,PG/SG/G/UTIL,3800,SAC@DEN 02/13/2019 09:00PM ET,SAC,20.89
SG/SF,Andre Iguodala (12084036),Andre Iguodala,12084036,SG/SF/F/G/UTIL,3800,GS@POR 02/13/2019 10:30PM ET,GS,19.1
PF/C,Daniel Theis (12083990),Daniel Theis,12083990,PF/C/F/UTIL,3800,DET@BOS 02/13/2019 07:30PM ET,BOS,15.47
SG/SF,Wayne Ellington (12083998),Wayne Ellington,12083998,SG/SF/F/G/UTIL,3800,DET@BOS 02/13/2019 07:30PM ET,DET,15.22
SF/PF,Derrick Jones Jr. (12084041),Derrick Jones Jr.,12084041,SF/PF/F/UTIL,3800,MIA@DAL 02/13/2019 08:30PM ET,MIA,16.5
PF/C,Bam Adebayo (12084045),Bam Adebayo,12084045,PF/C/F/UTIL,3800,MIA@DAL 02/13/2019 08:30PM ET,MIA,21.56
PG/SG,Chasson Randle (12083979),Chasson Randle,12083979,PG/SG/G/UTIL,3800,WAS@TOR 02/13/2019 07:30PM ET,WAS,11.74
C,Boban Marjanovic (12083983),Boban Marjanovic,12083983,C/UTIL,3800,PHI@NY 02/13/2019 07:30PM ET,PHI,14.63
SG/SF,Damyean Dotson (12083985),Damyean Dotson,12083985,SG/SF/F/G/UTIL,3800,PHI@NY 02/13/2019 07:30PM ET,NY,17.84
SG/SF,Frank Ntilikina (12084009),Frank Ntilikina,12084009,SG/SF/F/G/UTIL,3800,PHI@NY 02/13/2019 07:30PM ET,NY,14.5
SG/SF,Allen Crabbe (12084057),Allen Crabbe,12084057,SG/SF/F/G/UTIL,3700,BKN@CLE 02/13/2019 07:00PM ET,BKN,18.25
PF/C,Richaun Holmes (12084049),Richaun Holmes,12084049,PF/C/F/UTIL,3700,PHO@LAC 02/13/2019 10:30PM ET,PHO,18.2
PF/C,Kevon Looney (12084053),Kevon Looney,12084053,PF/C/F/UTIL,3700,GS@POR 02/13/2019 10:30PM ET,GS,19.15
PG/SG,T.J. McConnell (12084062),T.J. McConnell,12084062,PG/SG/G/UTIL,3700,PHI@NY 02/13/2019 07:30PM ET,PHI,17.64
PG/SG,Delon Wright (12084078),Delon Wright,12084078,PG/SG/G/UTIL,3600,MEM@CHI 02/13/2019 08:00PM ET,MEM,15.99
PG,Elie Okobo (12084070),Elie Okobo,12084070,PG/G/UTIL,3600,PHO@LAC 02/13/2019 10:30PM ET,PHO,13.52
PF/C,Gorgui Dieng (12084082),Gorgui Dieng,12084082,PF/C/F/UTIL,3600,HOU@MIN 02/13/2019 08:00PM ET,MIN,14.17
PG/SG,Trey Burke (12084066),Trey Burke,12084066,PG/SG/G/UTIL,3600,MIA@DAL 02/13/2019 08:30PM ET,DAL,19.6
SG/SF,Norman Powell (12084073),Norman Powell,12084073,SG/SF/F/G/UTIL,3600,WAS@TOR 02/13/2019 07:30PM ET,TOR,15.27
PG/SG,Ryan Arcidiacono (12084103),Ryan Arcidiacono,12084103,PG/SG/G/UTIL,3500,MEM@CHI 02/13/2019 08:00PM ET,CHI,15.89
C,Ed Davis (12084107),Ed Davis,12084107,C/UTIL,3500,BKN@CLE 02/13/2019 07:00PM ET,BKN,19.43
SG/SF,Garrett Temple (12084094),Garrett Temple,12084094,SG/SF/F/G/UTIL,3500,PHO@LAC 02/13/2019 10:30PM ET,LAC,18.45
PG,De'Anthony Melton (12084113),De'Anthony Melton,12084113,PG/G/UTIL,3500,PHO@LAC 02/13/2019 10:30PM ET,PHO,17.33
PF/C,Johnathan Motley (12084116),Johnathan Motley,12084116,PF/C/F/UTIL,3500,PHO@LAC 02/13/2019 10:30PM ET,LAC,9.79
PG/SG,Jerryd Bayless (12084086),Jerryd Bayless,12084086,PG/SG/G/UTIL,3500,HOU@MIN 02/13/2019 08:00PM ET,MIN,17.19
PG/SG,Seth Curry (12084099),Seth Curry,12084099,PG/SG/G/UTIL,3500,GS@POR 02/13/2019 10:30PM ET,POR,10.66
PG/SG,Jordan McRae (12084109),Jordan McRae,12084109,PG/SG/G/UTIL,3500,WAS@TOR 02/13/2019 07:30PM ET,WAS,8.57
PG/SG,Allonzo Trier (12084090),Allonzo Trier,12084090,PG/SG/G/UTIL,3500,PHI@NY 02/13/2019 07:30PM ET,NY,17.4
SG/SF,C.J. Miles (12084125),C.J. Miles,12084125,SG/SF/F/G/UTIL,3400,MEM@CHI 02/13/2019 08:00PM ET,MEM,10.74
SG/SF,Wayne Selden Jr. (12084130),Wayne Selden Jr.,12084130,SG/SF/F/G/UTIL,3400,MEM@CHI 02/13/2019 08:00PM ET,CHI,10.85
PG/SG,Avery Bradley (12084152),Avery Bradley,12084152,PG/SG/G/UTIL,3400,MEM@CHI 02/13/2019 08:00PM ET,MEM,16.82
PG/SG,Jevon Carter (12084156),Jevon Carter,12084156,PG/SG/G/UTIL,3400,MEM@CHI 02/13/2019 08:00PM ET,MEM,9.24
SG/SF,Theo Pinson (12084120),Theo Pinson,12084120,SG/SF/F/G/UTIL,3400,BKN@CLE 02/13/2019 07:00PM ET,BKN,11.43
SF/PF,Rodions Kurucs (12084160),Rodions Kurucs,12084160,SF/PF/F/UTIL,3400,BKN@CLE 02/13/2019 07:00PM ET,BKN,16.02
SF/PF,JaMychal Green (12084135),JaMychal Green,12084135,SF/PF/F/UTIL,3400,PHO@LAC 02/13/2019 10:30PM ET,LAC,21.25
PF/C,Dragan Bender (12084139),Dragan Bender,12084139,PF/C/F/UTIL,3400,PHO@LAC 02/13/2019 10:30PM ET,PHO,9.62
PG/SG,Aaron Holiday (12084164),Aaron Holiday,12084164,PG/SG/G/UTIL,3400,MIL@IND 02/13/2019 07:00PM ET,IND,11.1
SG/SF,Edmond Sumner (12084168),Edmond Sumner,12084168,SG/SF/F/G/UTIL,3400,MIL@IND 02/13/2019 07:00PM ET,IND,5.96
PF/C,Harry Giles (12084148),Harry Giles,12084148,PF/C/F/UTIL,3400,SAC@DEN 02/13/2019 09:00PM ET,SAC,13.71
PG/SG,Yogi Ferrell (12084173),Yogi Ferrell,12084173,PG/SG/G/UTIL,3400,SAC@DEN 02/13/2019 09:00PM ET,SAC,12.47
SG/SF,Patrick McCaw (12084143),Patrick McCaw,12084143,SG/SF/F/G/UTIL,3400,WAS@TOR 02/13/2019 07:30PM ET,TOR,7.06
SF/PF,Treveon Graham (12084211),Treveon Graham,12084211,SF/PF/F/UTIL,3300,BKN@CLE 02/13/2019 07:00PM ET,BKN,12.18
PG/SG,Matthew Dellavedova (12084215),Matthew Dellavedova,12084215,PG/SG/G/UTIL,3300,BKN@CLE 02/13/2019 07:00PM ET,CLE,13.21
PG/SG,Jamal Crawford (12084185),Jamal Crawford,12084185,PG/SG/G/UTIL,3300,PHO@LAC 02/13/2019 10:30PM ET,PHO,13.41
PF/C,D.J. Wilson (12084181),D.J. Wilson,12084181,PF/C/F/UTIL,3300,MIL@IND 02/13/2019 07:00PM ET,MIL,15.38
PF/C,Ersan Ilyasova (12084193),Ersan Ilyasova,12084193,PF/C/F/UTIL,3300,MIL@IND 02/13/2019 07:00PM ET,MIL,14.8
PG/SG,George Hill (12084197),George Hill,12084197,PG/SG/G/UTIL,3300,MIL@IND 02/13/2019 07:00PM ET,MIL,16.08
SG/SF,Torrey Craig (12084201),Torrey Craig,12084201,SG/SF/F/G/UTIL,3300,SAC@DEN 02/13/2019 09:00PM ET,DEN,14.88
SG/SF,Evan Turner (12084206),Evan Turner,12084206,SG/SF/F/G/UTIL,3300,GS@POR 02/13/2019 10:30PM ET,POR,19.86
SG/SF,Alfonzo McKinnie (12084222),Alfonzo McKinnie,12084222,SG/SF/F/G/UTIL,3300,GS@POR 02/13/2019 10:30PM ET,GS,10.97
PG,Quinn Cook (12084227),Quinn Cook,12084227,PG/G/UTIL,3300,GS@POR 02/13/2019 10:30PM ET,GS,13.84
SF/PF,Jonas Jerebko (12084238),Jonas Jerebko,12084238,SF/PF/F/UTIL,3300,GS@POR 02/13/2019 10:30PM ET,GS,16.06
PG,Ish Smith (12084219),Ish Smith,12084219,PG/G/UTIL,3300,DET@BOS 02/13/2019 07:30PM ET,DET,16.66
SG/SF,Bruce Brown Jr. (12084242),Bruce Brown Jr.,12084242,SG/SF/F/G/UTIL,3300,DET@BOS 02/13/2019 07:30PM ET,DET,11.76
PG/SG,Devin Harris (12084189),Devin Harris,12084189,PG/SG/G/UTIL,3300,MIA@DAL 02/13/2019 08:30PM ET,DAL,11.82
SG/SF,Rodney McGruder (12084247),Rodney McGruder,12084247,SG/SF/F/G/UTIL,3300,MIA@DAL 02/13/2019 08:30PM ET,MIA,17.84
SF/PF,OG Anunoby (12084252),OG Anunoby,12084252,SF/PF/F/UTIL,3300,WAS@TOR 02/13/2019 07:30PM ET,TOR,13.6
SF/PF,Sam Dekker (12084256),Sam Dekker,12084256,SF/PF/F/UTIL,3300,WAS@TOR 02/13/2019 07:30PM ET,WAS,14.39
PF/C,Luke Kornet (12084177),Luke Kornet,12084177,PF/C/F/UTIL,3300,PHI@NY 02/13/2019 07:30PM ET,NY,15.33
SF/PF,Mike Scott (12084230),Mike Scott,12084230,SF/PF/F/UTIL,3300,PHI@NY 02/13/2019 07:30PM ET,PHI,11.2
SF/PF,James Ennis III (12084234),James Ennis III,12084234,SF/PF/F/UTIL,3300,PHI@NY 02/13/2019 07:30PM ET,PHI,14.7
PG/SG,Shaquille Harrison (12084267),Shaquille Harrison,12084267,PG/SG/G/UTIL,3200,MEM@CHI 02/13/2019 08:00PM ET,CHI,13.88
SF/PF,Bruno Caboclo (12084281),Bruno Caboclo,12084281,SF/PF/F/UTIL,3200,MEM@CHI 02/13/2019 08:00PM ET,MEM,15.1
SG/SF,Julian Washburn (12084303),Julian Washburn,12084303,SG/SF/F/G/UTIL,3200,MEM@CHI 02/13/2019 08:00PM ET,MEM,7.75
PG/SG,Brandon Knight (12084277),Brandon Knight,12084277,PG/SG/G/UTIL,3200,BKN@CLE 02/13/2019 07:00PM ET,CLE,6.75
PG/SG,Tyrone Wallace (12084308),Tyrone Wallace,12084308,PG/SG/G/UTIL,3200,PHO@LAC 02/13/2019 10:30PM ET,LAC,7.92
SG,Jerome Robinson (12084312),Jerome Robinson,12084312,SG/G/UTIL,3200,PHO@LAC 02/13/2019 10:30PM ET,LAC,6.51
SG/SF,Tony Snell (12084285),Tony Snell,12084285,SG/SF/F/G/UTIL,3200,MIL@IND 02/13/2019 07:00PM ET,MIL,11.64
SG/SF,Pat Connaughton (12084315),Pat Connaughton,12084315,SG/SF/F/G/UTIL,3200,MIL@IND 02/13/2019 07:00PM ET,MIL,14.52
SG/SF,Sterling Brown (12084320),Sterling Brown,12084320,SG/SF/F/G/UTIL,3200,MIL@IND 02/13/2019 07:00PM ET,MIL,12.43
PG,Isaiah Canaan (12084260),Isaiah Canaan,12084260,PG/G/UTIL,3200,HOU@MIN 02/13/2019 08:00PM ET,MIN,15.55
C,Nene Hilario (12084271),Nene Hilario,12084271,C/UTIL,3200,HOU@MIN 02/13/2019 08:00PM ET,HOU,10.32
SF/PF,Anthony Tolliver (12084325),Anthony Tolliver,12084325,SF/PF/F/UTIL,3200,HOU@MIN 02/13/2019 08:00PM ET,MIN,9.55
PF/C,Gary Clark (12084329),Gary Clark,12084329,PF/C/F/UTIL,3200,HOU@MIN 02/13/2019 08:00PM ET,HOU,8.9
PF/C,Isaiah Hartenstein (12084333),Isaiah Hartenstein,12084333,PF/C/F/UTIL,3200,HOU@MIN 02/13/2019 08:00PM ET,HOU,6.12
PF/C,Meyers Leonard (12084263),Meyers Leonard,12084263,PF/C/F/UTIL,3200,GS@POR 02/13/2019 10:30PM ET,POR,13.66
SF/PF,Moe Harkless (12084273),Moe Harkless,12084273,SF/PF/F/UTIL,3200,GS@POR 02/13/2019 10:30PM ET,POR,15.17
PF/C,Zach Collins (12084337),Zach Collins,12084337,PF/C/F/UTIL,3200,GS@POR 02/13/2019 10:30PM ET,POR,15.76
PG/SG,Langston Galloway (12084290),Langston Galloway,12084290,PG/SG/G/UTIL,3200,DET@BOS 02/13/2019 07:30PM ET,DET,14.18
PG/SG,Brad Wanamaker (12084341),Brad Wanamaker,12084341,PG/SG/G/UTIL,3200,DET@BOS 02/13/2019 07:30PM ET,BOS,7.61
SG/SF,Wesley Johnson (12084294),Wesley Johnson,12084294,SG/SF/F/G/UTIL,3200,WAS@TOR 02/13/2019 07:30PM ET,WAS,9.3
C,Ian Mahinmi (12084345),Ian Mahinmi,12084345,C/UTIL,3200,WAS@TOR 02/13/2019 07:30PM ET,WAS,11.68
PF/C,Jonah Bolden (12084299),Jonah Bolden,12084299,PF/C/F/UTIL,3200,PHI@NY 02/13/2019 07:30PM ET,PHI,11.18
SG/SF,Timothe Luwawu-Cabarrot (12084368),Timothe Luwawu-Cabarrot,12084368,SG/SF/F/G/UTIL,3100,MEM@CHI 02/13/2019 08:00PM ET,CHI,5.26
SF/PF,Yuta Watanabe (12084373),Yuta Watanabe,12084373,SF/PF/F/UTIL,3100,MEM@CHI 02/13/2019 08:00PM ET,MEM,6.38
SF/PF,Deng Adel (12084377),Deng Adel,12084377,SF/PF/F/UTIL,3100,BKN@CLE 02/13/2019 07:00PM ET,CLE,5.2
SF/PF,Jaron Blossomgame (12084381),Jaron Blossomgame,12084381,SF/PF/F/UTIL,3100,BKN@CLE 02/13/2019 07:00PM ET,CLE,10.63
SG,Troy Daniels (12084385),Troy Daniels,12084385,SG/G/UTIL,3100,PHO@LAC 02/13/2019 10:30PM ET,PHO,9.09
SG/SF,Sindarius Thornwell (12084388),Sindarius Thornwell,12084388,SG/SF/F/G/UTIL,3100,PHO@LAC 02/13/2019 10:30PM ET,LAC,3.9
SF/PF,Doug McDermott (12084349),Doug McDermott,12084349,SF/PF/F/UTIL,3100,MIL@IND 02/13/2019 07:00PM ET,IND,10.54
SF/PF,TJ Leaf (12084393),TJ Leaf,12084393,SF/PF/F/UTIL,3100,MIL@IND 02/13/2019 07:00PM ET,IND,7.01
PF/C,Jordan Bell (12084353),Jordan Bell,12084353,PF/C/F/UTIL,3100,GS@POR 02/13/2019 10:30PM ET,GS,9.87
